Algoritmo de troca de chaves,Algoritmo de autenticação,Time to send app data
P256_HQC_128,P256_Dilithium2,142.073866
P256_HQC_128,P256_Dilithium2,142.144045
P256_HQC_128,P256_Dilithium2,142.396819
P256_HQC_128,P256_Dilithium2,145.102422
P256_HQC_128,P256_Dilithium2,135.73525
P256_HQC_128,P256_Dilithium2,141.228291
P256_HQC_128,P256_Dilithium2,132.811465
P256_HQC_128,P256_Dilithium2,143.767841
P256_HQC_128,P256_Dilithium2,149.965073
P256_HQC_128,P256_Dilithium2,145.159223
P256_HQC_128,P256_Dilithium2,132.372153
P256_HQC_128,P256_Dilithium2,139.363634
P256_HQC_128,P256_Dilithium2,139.256466
P256_HQC_128,P256_Dilithium2,137.890196
P256_HQC_128,P256_Dilithium2,130.54633
P256_HQC_128,P256_Dilithium2,135.230766
P256_HQC_128,P256_Dilithium2,136.415209
P256_HQC_128,P256_Dilithium2,137.896373
P256_HQC_128,P256_Dilithium2,131.983313
P256_HQC_128,P256_Dilithium2,133.2793
P256_HQC_128,P256_Dilithium2,154.052284
P256_HQC_128,P256_Dilithium2,135.061191
P256_HQC_128,P256_Dilithium2,144.839332
P256_HQC_128,P256_Dilithium2,133.191614
P256_HQC_128,P256_Dilithium2,142.074634
P256_HQC_128,P256_Dilithium2,149.022124
P256_HQC_128,P256_Dilithium2,141.165692
P256_HQC_128,P256_Dilithium2,131.507074
P256_HQC_128,P256_Dilithium2,135.20651
P256_HQC_128,P256_Dilithium2,131.39998
P256_HQC_128,P256_Dilithium2,138.662785
P256_HQC_128,P256_Dilithium2,147.836762
P256_HQC_128,P256_Dilithium2,137.36037
P256_HQC_128,P256_Dilithium2,133.887993
P256_HQC_128,P256_Dilithium2,143.04072
P256_HQC_128,P256_Dilithium2,137.258586
P256_HQC_128,P256_Dilithium2,140.019994
P256_HQC_128,P256_Dilithium2,143.428084
P256_HQC_128,P256_Dilithium2,137.348674
P256_HQC_128,P256_Dilithium2,139.605723
P256_HQC_128,P256_Dilithium2,149.763787
P256_HQC_128,P256_Dilithium2,147.790551
P256_HQC_128,P256_Dilithium2,134.342965
P256_HQC_128,P256_Dilithium2,133.93154
P256_HQC_128,P256_Dilithium2,133.250063
P256_HQC_128,P256_Dilithium2,128.552857
P256_HQC_128,P256_Dilithium2,139.556446
P256_HQC_128,P256_Dilithium2,142.546079
P256_HQC_128,P256_Dilithium2,137.351633
P256_HQC_128,P256_Dilithium2,141.187972
P256_HQC_128,P256_Dilithium2,134.75888
P256_HQC_128,P256_Dilithium2,148.486279
P256_HQC_128,P256_Dilithium2,133.188323
P256_HQC_128,P256_Dilithium2,142.816715
P256_HQC_128,P256_Dilithium2,132.346477
P256_HQC_128,P256_Dilithium2,151.810256
P256_HQC_128,P256_Dilithium2,137.131453
P256_HQC_128,P256_Dilithium2,139.502538
P256_HQC_128,P256_Dilithium2,137.056444
P256_HQC_128,P256_Dilithium2,136.460853
P256_HQC_128,P256_Dilithium2,139.873765
P256_HQC_128,P256_Dilithium2,142.799968
P256_HQC_128,P256_Dilithium2,132.864
P256_HQC_128,P256_Dilithium2,141.990673
P256_HQC_128,P256_Dilithium2,139.835972
P256_HQC_128,P256_Dilithium2,133.397249
P256_HQC_128,P256_Dilithium2,141.564394
P256_HQC_128,P256_Dilithium2,138.234333
P256_HQC_128,P256_Dilithium2,136.35199
